NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,preference,d210_min,Eform,range,dev_NI
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,40.5,23,11.5,52,29,40.5,77,26,13,90,64,77,95.573,64.054,32.027,127.6,63.546,95.573,1040.215,635.11,317.555,1357.77,722.66,1040.215,13.5,5,2.5,16,11,13.5,4.5,1,0.5,5,4,4.5,135,6,3,138,132,135,2,0.2,0.1,2.1,1.9,2,1.5,1,0.5,2,1,1.5,2,4,2,4,0,2,10,0,0,10,10,10,0,0,0,0,0,0,13.5,5,2.5,16,11,13.5,0.5,1,0.5,1,0,0.5,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0.5,2,1,1.5,22.916667,23.693333,11.846667,34.763333,11.07,22.916667,0.232,0.464,0.232,0.464,0,0.232,0,0,0,0,0,0,188.5,73,36.5,225,152,188.5,0.11111111,0.14814815,0.74074074,0,1,0.009950166,0.004975083,1,0.34766387,-0.072283884,0.14380299,0.525
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,54.5,51,25.5,80,29,54.5,67.5,7,3.5,71,64,67.5,132.068,137.044,68.522,200.59,63.546,132.068,796.045,1123.45,561.725,1357.77,234.32,796.045,11.5,1,0.5,12,11,11.5,5,2,1,6,4,5,132,0,0,132,132,132,1.95,0.1,0.05,2,1.9,1.95,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,7,14,7,14,0,7,18.5,15,7.5,26,11,18.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,18.153793,14.167586,7.0837931,25.237586,11.07,18.153793,0,0,0,0,0,0,0,0,0,0,0,0,195.5,59,29.5,225,166,195.5,0.081081081,0,0.54054054,0.37837838,0,0.002496878,0.001248439,0,-0.00228096,0,0,0.15
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,55.5,53,26.5,82,29,55.5,72.5,17,8.5,81,64,72.5,135.373,143.654,71.827,207.2,63.546,135.373,979.19,757.16,378.58,1357.77,600.61,979.19,12.5,3,1.5,14,11,12.5,5,2,1,6,4,5,139,14,7,146,132,139,2.115,0.43,0.215,2.33,1.9,2.115,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,10,0,0,10,10,10,7,14,7,14,0,7,19.5,17,8.5,28,11,19.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,1.5,4,1,2.5,19.59,17.04,8.52,28.11,11.07,19.59,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,225,225,225,0.076923077,0.051282051,0.51282051,0.35897436,0,0.045172898,0.022586449,1,0.19279557,0,0,0.095
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,56,54,27,83,29,56,75,22,11,86,64,75,136.2632,145.4344,72.7172,208.9804,63.546,136.2632,951.085,813.37,406.685,1357.77,544.4,951.085,13,4,2,15,11,13,5,2,1,6,4,5,140,16,8,148,132,140,1.96,0.12,0.06,2.02,1.9,1.96,1.5,1,0.5,2,1,1.5,1.5,3,1.5,3,0,1.5,10,0,0,10,10,10,7,14,7,14,0,7,20,18,9,29,11,20,0.5,1,0.5,1,0,0.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,22.01,21.88,10.94,32.95,11.07,22.01,0,0,0,0,0,0,0,0,0,0,0,0,118.5,213,106.5,225,12,118.5,0.075,0.075,0.5,0.35,0,0.003593528,0.001796764,1,0.17199316,0,0,0.155
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,28.5,3,1.5,30,27,28.5,63.5,11,5.5,69,58,63.5,62.156598,6.446805,3.2234025,65.38,58.933195,62.156598,1230.34,1075.32,537.66,1768,692.68,1230.34,10.5,3,1.5,12,9,10.5,4,0,0,4,4,4,124,4,2,126,122,124,1.765,0.23,0.115,1.88,1.65,1.765,2,0,0,2,2,2,0,0,0,0,0,0,8.5,3,1.5,10,7,8.5,0,0,0,0,0,0,10.5,3,1.5,12,9,10.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,12.1025,3.715,1.8575,13.96,10.245,12.1025,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,0.7742356,194,0,0,194,194,194,0.19047619,0,0.80952381,0,0,0.013137934,0.006568967,0,-0.64982647,-0.055081533,0.058019258,0.765
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,29,2,1,30,28,29,65,8,4,69,61,65,62.0367,6.6866,3.3433,65.38,58.6934,62.0367,1210.34,1035.32,517.66,1728,692.68,1210.34,11,2,1,12,10,11,4,0,0,4,4,4,123,2,1,124,122,123,1.78,0.26,0.13,1.91,1.65,1.78,2,0,0,2,2,2,0,0,0,0,0,0,9,2,1,10,8,9,0,0,0,0,0,0,11,2,1,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1,2,1,2,0,1,12.14,3.64,1.82,13.96,10.32,12.14,0,0,0,0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0,0.29769735,209.5,31,15.5,225,194,209.5,0.18181818,0,0.81818182,0,0,0.016757996,0.008378998,0,-0.64365479,-0.26207306,0.52300261,0.42
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,29.5,1,0.5,30,29,29.5,66.5,5,2.5,69,64,66.5,64.463,1.834,0.917,65.38,63.546,64.463,1025.225,665.09,332.545,1357.77,692.68,1025.225,11.5,1,0.5,12,11,11.5,4,0,0,4,4,4,127,10,5,132,122,127,1.775,0.25,0.125,1.9,1.65,1.775,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11.5,1,0.5,12,11,11.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,12.515,2.89,1.445,13.96,11.07,12.515,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.13043478,0,0.86956522,0,0,0.015503563,0.007751782,0,-1.0224993,-0.10536879,0.17074629,0.91
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,37.5,15,7.5,45,30,37.5,64,10,5,69,59,64,84.14275,37.5255,18.76275,102.9055,65.38,84.14275,1464.84,1544.32,772.16,2237,692.68,1464.84,10.5,3,1.5,12,9,10.5,4.5,1,0.5,5,4,4.5,132,20,10,142,122,132,1.965,0.63,0.315,2.28,1.65,1.965,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,9,2,1,10,8,9,0,0,0,0,0,0,10.5,3,1.5,12,9,10.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,13.8,0.32,0.16,13.96,13.64,13.8,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.14285714,0,0.85714286,0,0,0.094461061,0.047230531,0,-0.87809735,-0.38980125,0.7796025,0.51
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38,16,8,46,30,38,65.5,7,3.5,69,62,65.5,85.9,41.04,20.52,106.42,65.38,85.9,1260.365,1135.37,567.685,1828.05,692.68,1260.365,11,2,1,12,10,11,4.5,1,0.5,5,4,4.5,130.5,17,8.5,139,122,130.5,1.925,0.55,0.275,2.2,1.65,1.925,1,2,1,2,0,1,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11,2,1,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.185,0.45,0.225,14.41,13.96,14.185,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.090909091,0,0.90909091,0,0,0.072836172,0.036418086,0,-0.70030949,-0.57174918,1.1434984,0.365
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38.5,17,8.5,47,30,38.5,67,4,2,69,65,67,86.6241,42.4882,21.2441,107.8682,65.38,86.6241,963.805,542.25,271.125,1234.93,692.68,963.805,11.5,1,0.5,12,11,11.5,4.5,1,0.5,5,4,4.5,133.5,23,11.5,145,122,133.5,1.79,0.28,0.14,1.93,1.65,1.79,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,11.5,1,0.5,12,11,11.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,15.145,2.37,1.185,16.33,13.96,15.145,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.13043478,0,0.86956522,0,0,0.019409169,0.009704584,0,-0.081837846,-0.053372924,0.086731002,1.065
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,53.5,47,23.5,77,30,53.5,64.5,9,4.5,69,60,64.5,128.7985,126.837,63.4185,192.217,65.38,128.7985,1715.84,2046.32,1023.16,2739,692.68,1715.84,10.5,3,1.5,12,9,10.5,5,2,1,6,4,5,131.5,19,9.5,141,122,131.5,1.925,0.55,0.275,2.2,1.65,1.925,2,0,0,2,2,2,0,0,0,0,0,0,8.5,3,1.5,10,7,8.5,7,14,7,14,0,7,17.5,11,5.5,23,12,17.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,14.085,0.25,0.125,14.21,13.96,14.085,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.11428571,0,0.48571429,0.4,0,0.072836172,0.036418086,0,-1.3548575,-0.23587656,0.35381484,0.625
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,54,48,24,78,30,54,66,6,3,69,63,66,130.232,129.704,64.852,195.084,65.38,130.232,1367.04,1348.72,674.36,2041.4,692.68,1367.04,11,2,1,12,10,11,5,2,1,6,4,5,129,14,7,136,122,129,1.965,0.63,0.315,2.28,1.65,1.965,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,9.5,1,0.5,10,9,9.5,7,14,7,14,0,7,18,12,6,24,12,18,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,1,2,1,2,0,1,14.49,1.06,0.53,15.02,13.96,14.49,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.083333333,0,0.52777778,0.38888889,0,0.094461061,0.047230531,0,-0.75493839,-0.56883208,1.1376642,0.34
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,54.5,49,24.5,79,30,54.5,67.5,3,1.5,69,66,67.5,131.17328,131.58657,65.793285,196.96657,65.38,131.17328,1015.005,644.65,322.325,1337.33,692.68,1015.005,11.5,1,0.5,12,11,11.5,5,2,1,6,4,5,129,14,7,136,122,129,2.095,0.89,0.445,2.54,1.65,2.095,1.5,1,0.5,2,1,1.5,0,0,0,0,0,0,10,0,0,10,10,10,7,14,7,14,0,7,18.5,13,6.5,25,12,18.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0.5,15.33,2.74,1.37,16.7,13.96,15.33,0,0,0,0,0,0,0,0,0,0,0,0,209.5,31,15.5,225,194,209.5,0.081081081,0,0.54054054,0.37837838,0,0.17965066,0.089825328,0,-0.15728865,-0.21600034,0.43200069,0.765
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,29,4,2,31,27,29,66,16,8,74,58,66,64.328098,10.789805,5.3949025,69.723,58.933195,64.328098,1035.455,1465.09,732.545,1768,302.91,1035.455,11,4,2,13,9,11,4,0,0,4,4,4,124,4,2,126,122,124,1.845,0.07,0.035,1.88,1.81,1.845,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,8.5,3,1.5,10,7,8.5,0,0,0,0,0,0,11,4,2,13,9,11,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,4,2,1,5,3,4,14.55125,8.6125,4.30625,18.8575,10.245,14.55125,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,0.7742356,129,130,65,194,64,129,0.18181818,0.045454545,0.77272727,0,0,0.00122425,0.000612125,0,-0.11337433,-0.28740419,0.55791728,0.875
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,29.5,3,1.5,31,28,29.5,67.5,13,6.5,74,61,67.5,64.2082,11.0296,5.5148,69.723,58.6934,64.2082,1015.455,1425.09,712.545,1728,302.91,1015.455,11.5,3,1.5,13,10,11.5,4,0,0,4,4,4,123,2,1,124,122,123,1.86,0.1,0.05,1.91,1.81,1.86,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,9,2,1,10,8,9,0,0,0,0,0,0,11.5,3,1.5,13,10,11.5,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,1,2,1,2,0,1,0,0,0,0,0,0,3.5,3,1.5,5,2,3.5,14.58875,8.5375,4.26875,18.8575,10.32,14.58875,0,0,0,0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0,0.29769735,144.5,161,80.5,225,64,144.5,0.17391304,0.043478261,0.7826087,0,0,0.002496878,0.001248439,0.22,-0.12942234,-0.41653106,0.6934561,0.53
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,30,2,1,31,29,30,69,10,5,74,64,69,66.6345,6.177,3.0885,69.723,63.546,66.6345,830.34,1054.86,527.43,1357.77,302.91,830.34,12,2,1,13,11,12,4,0,0,4,4,4,127,10,5,132,122,127,1.855,0.09,0.045,1.9,1.81,1.855,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,10,0,0,10,10,10,0,0,0,0,0,0,12,2,1,13,11,12,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,1,3,14.96375,7.7875,3.89375,18.8575,11.07,14.96375,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.125,0.041666667,0.83333333,0,0,0.002022951,0.001011476,0,-0.40255654,-0.11325862,0.36636977,1.02
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38,14,7,45,31,38,66.5,15,7.5,74,59,66.5,86.31425,33.1825,16.59125,102.9055,69.723,86.31425,1269.955,1934.09,967.045,2237,302.91,1269.955,11,4,2,13,9,11,4.5,1,0.5,5,4,4.5,132,20,10,142,122,132,2.045,0.47,0.235,2.28,1.81,2.045,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,9,2,1,10,8,9,0,0,0,0,0,0,11,4,2,13,9,11,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,1,2,1,2,0,1,0,0,0,0,0,0,4,2,1,5,3,4,16.24875,5.2175,2.60875,18.8575,13.64,16.24875,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.13636364,0.045454545,0.81818182,0,0,0.053727787,0.026863894,0.28,-0.56019169,-0.69024846,1.3804969,0.62
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38.5,15,7.5,46,31,38.5,68,12,6,74,62,68,88.0715,36.697,18.3485,106.42,69.723,88.0715,1065.48,1525.14,762.57,1828.05,302.91,1065.48,11.5,3,1.5,13,10,11.5,4.5,1,0.5,5,4,4.5,130.5,17,8.5,139,122,130.5,2.005,0.39,0.195,2.2,1.81,2.005,1,2,1,2,0,1,0.5,1,0.5,1,0,0.5,10,0,0,10,10,10,0,0,0,0,0,0,11.5,3,1.5,13,10,11.5,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,16.63375,4.4475,2.22375,18.8575,14.41,16.63375,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.086956522,0.043478261,0.86956522,0,0,0.037311127,0.018655563,0,-0.51126213,-0.65903422,1.3180684,0.475
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,39,16,8,47,31,39,69.5,9,4.5,74,65,69.5,88.7956,38.1452,19.0726,107.8682,69.723,88.7956,768.92,932.02,466.01,1234.93,302.91,768.92,12,2,1,13,11,12,4.5,1,0.5,5,4,4.5,133.5,23,11.5,145,122,133.5,1.87,0.12,0.06,1.93,1.81,1.87,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,10,0,0,10,10,10,0,0,0,0,0,0,12,2,1,13,11,12,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,1,3,17.59375,2.5275,1.26375,18.8575,16.33,17.59375,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.125,0.041666667,0.83333333,0,0,0.003593528,0.001796764,0,-0.24956618,-0.049893809,0.14968143,1.175
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,54,46,23,77,31,54,67,14,7,74,60,67,130.97,122.494,61.247,192.217,69.723,130.97,1520.955,2436.09,1218.045,2739,302.91,1520.955,11,4,2,13,9,11,5,2,1,6,4,5,131.5,19,9.5,141,122,131.5,2.005,0.39,0.195,2.2,1.81,2.005,2,0,0,2,2,2,0.5,1,0.5,1,0,0.5,8.5,3,1.5,10,7,8.5,7,14,7,14,0,7,18,10,5,23,13,18,0,0,0,0,0,0,2.5,5,2.5,5,0,2.5,1.5,3,1.5,3,0,1.5,0,0,0,0,0,0,4,2,1,5,3,4,16.53375,4.6475,2.32375,18.8575,14.21,16.53375,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.11111111,0.027777778,0.47222222,0.38888889,0,0.037311127,0.018655563,0,-0.68408613,-0.47425833,0.75881333,0.735
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,54.5,47,23.5,78,31,54.5,68.5,11,5.5,74,63,68.5,132.4035,125.361,62.6805,195.084,69.723,132.4035,1172.155,1738.49,869.245,2041.4,302.91,1172.155,11.5,3,1.5,13,10,11.5,5,2,1,6,4,5,129,14,7,136,122,129,2.045,0.47,0.235,2.28,1.81,2.045,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,9.5,1,0.5,10,9,9.5,7,14,7,14,0,7,18.5,11,5.5,24,13,18.5,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,3.5,3,1.5,5,2,3.5,16.93875,3.8375,1.91875,18.8575,15.02,16.93875,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.081081081,0.027027027,0.51351351,0.37837838,0,0.053727787,0.026863894,0.1,-0.62448407,-0.65738081,1.3147616,0.45
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,55,48,24,79,31,55,70,8,4,74,66,70,133.34478,127.24357,63.621785,196.96657,69.723,133.34478,820.12,1034.42,517.21,1337.33,302.91,820.12,12,2,1,13,11,12,5,2,1,6,4,5,129,14,7,136,122,129,2.175,0.73,0.365,2.54,1.81,2.175,1.5,1,0.5,2,1,1.5,0.5,1,0.5,1,0,0.5,10,0,0,10,10,10,7,14,7,14,0,7,19,12,6,25,13,19,0.5,1,0.5,1,0,0.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,1,3,17.77875,2.1575,1.07875,18.8575,16.7,17.77875,0,0,0,0,0,0,0,0,0,0,0,0,144.5,161,80.5,225,64,144.5,0.078947368,0.026315789,0.52631579,0.36842105,0,0.12473187,0.062365933,0,-0.15826601,-0.2329629,0.34944436,0.875
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,38.5,13,6.5,45,32,38.5,69,20,10,79,59,69,87.77275,30.2655,15.13275,102.9055,72.64,87.77275,1724.2,1025.6,512.8,2237,1211.4,1724.2,11.5,5,2.5,14,9,11.5,4.5,1,0.5,5,4,4.5,131,22,11,142,120,131,2.145,0.27,0.135,2.28,2.01,2.145,1.5,1,0.5,2,1,1.5,1,2,1,2,0,1,9,2,1,10,8,9,0,0,0,0,0,0,11.5,5,2.5,14,9,11.5,0.5,1,0.5,1,0,0.5,2,4,2,4,0,2,1,2,1,2,0,1,0,0,0,0,0,0,3.5,1,0.5,4,3,3.5,18.3225,9.365,4.6825,23.005,13.64,18.3225,0.1915,0.383,0.1915,0.383,0,0.1915,0,0,0,0,0,0,225,0,0,225,225,225,0.13043478,0.086956522,0.7826087,0,0,0.018059929,0.009029965,0.22,-0.48223992,-0.55575748,1.111515,0.02
2,0.70710678,0.62996052,0.57434918,0.55204476,0.53588673,39,14,7,46,32,39,70.5,17,8.5,79,62,70.5,89.53,33.78,16.89,106.42,72.64,89.53,1519.725,616.65,308.325,1828.05,1211.4,1519.725,12,4,2,14,10,12,4.5,1,0.5,5,4,4.5,129.5,19,9.5,139,120,129.5,2.105,0.19,0.095,2.2,2.01,2.105,1,2,1,2,0,1,1,2,1,2,0,1,10,0,0,10,10,10,0,0,0,0,0,0,12,4,2,14,10,12,0,0,0,0,0,0,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,2,18.7075,8.595,4.2975,23.005,14.41,18.7075,0.1915,0.383,0.1915,0.383,0,0.1915,0,0,0,0,0,0,225,0,0,225,225,225,0.083333333,0.083333333,0.83333333,0,0,0.008984397,0.004492199,0.85,-0.11890402,-0.54245027,1.6273508,0.165
